English,Persian
slut,شلخته
ejaculation,انزال
footwear,کفش
sg,SG
vic,ویک
beijing,پکن
peoples,مردم
victor,پیروز
mario,ماریو
pos,پید
attach,ضمیمه کردن
licenses,مجوزها
utils,سود
removing,حذف
advised,توصیه شده
brunswick,برونزویک
spider,عنکبوت
phys,فیزر
ranges,دامنه
pairs,جفت
sensitivity,حساسیت
trails,پیاده روی
preservation,حفظ
hudson,هادسون
isolated,جدا شده
calgary,کلگری
interim,موقت
assisted,یاری شده
divine,الهی
streaming,جریان
approve,تایید
chose,انتخاب کرد
compound,ترکیب
intensity,شدت
technological,وابسته به فناوری
syndicate,سندیکا
abortion,سقط جنین
dialog,گفتگو
venues,مکان
blast,انفجار
wellness,سلامتی
calcium,کلسیم
newport,نیوپورت
antivirus,ضد ویروس
addressing,خطاب به
pole,قطب
discounted,تخفیف دار
indians,سرخپوستان
shield,سپر
harvest,محصول
membrane,غشاء
prague,پراگ
previews,پیش نمایش
bangladesh,بنگلادش
constitute,تشکیل دادن
locally,محلی
concluded,نتیجه گیری
pickup,سوار کردن
desperate,مستاصل
mothers,مادران
nascar,ناسکار
iceland,ایسلند
demonstration,تظاهرات
governmental,وابسته به دولت
manufactured,ساخته
candles,شمع ها
graduation,فارغ التحصیلی
mega,عظیم
bend,خم کردن
sailing,کشتیرانی
variations,تغییرات
moms,مادران
sacred,مقدس
addiction,اعتیاد
morocco,مراکشی
chrome,کروم
tommy,تامی
springfield,در اسپرینگفیلد
refused,رد
brake,ترمز
exterior,خارجی
greeting,احوالپرسی
ecology,بوم شناسی
oliver,الیور
congo,کنگو
glen,گل
botswana,بوتسوانا
nav,ناو
delays,تاخیر
synthesis,سنتز
olive,زیتون
undefined,تعریف نشده
unemployment,بیکاری
cyber,سایبری
verizon,ورمون
scored,گل
enhancement,افزایش
newcastle,نیواکستل
clone,شبیه
dicks,لنگه
velocity,سرعت
lambda,لامبدا
relay,رله
composed,تشکیل شده
tears,اشک
performances,نمایش
oasis,واحه
baseline,پایه
cab,تاکسی
angry,خشمگین
fa,فاحشه
societies,انجمن ها
silicon,سیلیکون
brazilian,برزیلی
identical,همسان
petroleum,نفتی
compete,رقابت کردن
ist,اتی
norwegian,نروژی
lover,معشوق
belong,تعلق داشتن
honolulu,هولولو
beatles,بیتل
lips,لب
escort,اسکورت
retention,حفظ
exchanges,مبادله
pond,حوضچه
rolls,رول
thomson,وابسته به تامسون
barnes,بار
soundtrack,موسیقی متن
wondering,تعجب
malta,مالت
daddy,بابا
lc,ال سی
ferry,کشتی
rabbit,خرگوش
profession,حرفه
seating,صندلی
dam,سد
cnn,CNN
separately,بصورت جداگانه
physiology,فیزیولوژی
lil,لیل
collecting,جمع آوری
das,خندق
exports,صادر کردن
omaha,اوماها
tire,لاستیک
participant,شرکت کننده
scholarships,بورس تحصیلی
recreational,تفریحی
dominican,دومینیکن
chad,چاد
electron,یار
loads,بارها
friendship,دوستی
heather,هدر
passport,گذرنامه
motel,متل
unions,اتحادیه
treasury,خزانه داری
warrant,حکم
sys,سید
solaris,سولاریس
frozen,منجمد
occupied,مشغول
josh,جال
royalty,حق امتیاز
scales,مقیاس
rally,تجمع
observer,مشاهده کننده
sunshine,آفتاب
strain,نژاد
drag,کشیدن
ceremony,مراسم
somehow,به نحوی
arrested,دستگیر شده
expanding,در حال گسترش
provincial,استانی
investigations,تحقیق
icq,ICQ
ripe,رسیده
yamaha,یاماها
rely,تکیه
medications,داروها
hebrew,عبری
gained,به دست آورد
rochester,روچستر
dying,در حال مرگ
laundry,خشکشویی
stuck,گیر
solomon,سلیمان
placing,قرار دادن
stops,توقف
homework,مشق شب
adjust,تنظیم کردن
assessed,ارزیابی شده
advertiser,تبلیغ کننده
enabling,را قادر می سازد
encryption,رمز
filling,پر كردن
downloadable,قابل بارگیری
sophisticated,پیچیده
imposed,تحمیل شده
silence,سکوت
scsi,SCSI
focuses,تمرکز
soviet,اتحاد جماهیر شوروی
possession,مالکیت
cu,مس
laboratories,آزمایشگاه
treaty,معاهده
vocal,صدا
trainer,مربی
organ,عضو
stronger,قوی تر
volumes,حجم
advances,پیشرفت
vegetables,سبزیجات
lemon,لیمو
toxic,سمی
dns,DNS
thumbnails,ریز عکسها
darkness,تاریکی
pty,پته
ws,ws
nuts,آجیل
nail,ناخن - میخ
bizrate,بیزار
vienna,وین
implied,ضمنی
span,طول
stanford,استنفورد
sox,سوکس
stockings,جوراب ساقط
joke,شوخی
respondent,پاسخ دهنده
packing,بسته بندی
statute,قانون
rejected,رد شده
satisfy,رضایت دادن
destroyed,نابود
shelter,پناه
chapel,نمازخانه
gamespot,بازی
manufacture,ساخت
layers,لایه های
wordpress,اری
guided,با هدایت
vulnerability,آسیب پذیری
accountability,مسئوليت
celebrate,جشن گرفتن
accredited,معتبر
appliance,وسیله
compressed,فشرده
bahamas,بااهاماس
powell,قدرت
mixture,مخلوط
zoophilia,ZOOPHOPLLAY
bench,نیمکت
univ,مجری
tub,وان
rider,سوار
scheduling,برنامه ریزی
radius,شعاع
perspectives,چشم انداز
mortality,مرگ و میر
logging,ورود به سیستم
hampton,هامپتون
christians,مسیحیان
borders,مرز ها
therapeutic,وابسته به درمان
pads,لنت
butts,کله
inns,مسافرخانه
bobby,بابی
impressive,چشمگیر
sheep,گوسفند
accordingly,بر این اساس
architect,معمار
railroad,راه آهن
lectures,سخنرانی
challenging,چالش برانگیز
wines,شراب
nursery,کودکستان
harder,سخت تر
cups,فنجان ها
ash,خاکستر
microwave,مایکروویو
cheapest,ارزان ترین
accidents,تصادفات
travesti,توری
relocation,جابجایی
stuart,استوارت
contributors,مشارکت کنندگان
salvador,سالوادور
ali,علی
salad,سالاد
np,NP
monroe,مونرو
tender,مناقصه
violations,نقض
foam,کف
temperatures,دما
paste,خمیر
clouds,ابرها
competitions,مسابقات
discretion,صلاحیت
tft,TFT
tanzania,تانزانیا
preserve,حفظ
jvc,JVC
poem,شعر
vibrator,ارتعاش
unsigned,امضا نشده
staying,ماندگار
cosmetics,لوازم آرایشی
easter,عید پاک
theories,نظریه ها
repository,مخزن
praise,ستایش
jeremy,جرمی
venice,ویز
jo,یار
concentrations,غلظت
vibrators,نوسان ساز
estonia,وابسته به استنی
christianity,مسیحیت
veteran,کهنه سرباز
streams,جریان
landing,فرود آمدن
signing,امضاء
executed,اجرا شده
katie,کتی
negotiations,مذاکرات
realistic,واقع بین
dt,DT
cgi,CGI
showcase,ویترین
integral,یکپارچه
asks,سعادت
relax,آروم باش
namibia,نامیبیا
generating,تولید کننده
christina,کریستینا
congressional,کنگره
synopsis,خلاصه
hardly,به ندرت
prairie,پره
reunion,تجدید دیدار
composer,آهنگساز
bean,لوبیا
sword,شمشیر
absent,غایب
photographic,عکاسی
sells,فروش
ecuador,اکوادور
hoping,امید
accessed,قابل دسترسی
spirits,روح
modifications,اصلاحات
coral,مرجان
pixel,پیکسل
float,شناور
colin,کولین
bias,جانبداری
imported,وارد شده
paths,راه ها
bubble,حباب
por,چاک
acquire,بدست آوردن
contrary,مخالف
millennium,هزاره
tribune,قبیله
vessel,کشتی
acids,اسید
focusing,متمرکز
viruses,ویروس
cheaper,ارزان
admitted,پذیرفته
dairy,لبنیات
admit,اقرار کردن
mem,با توجه به
fancy,تفننی
equality,برابری
samoa,ساموء
gc,GC
achieving,در دست
tap,ضربه زدن
stickers,برچسب
fisheries,ماهیگیری
exceptions,استثناها
reactions,واکنش
leasing,اجاره
lauren,لورن
beliefs,اعتقادات
ci,سیخ
macromedia,ماکرومدیا
companion,همراه و همدم
squad,گروه
analyze,تجزیه و تحلیل
ashley,اشلی
scroll,طومار
relate,مربوط بودن
divisions,بخش
swim,شنا کردن
wages,دستمزد
additionally,علاوه بر
suffer,رنج بردن
forests,جنگل
fellowship,یاران
nano,نانو
invalid,بی اعتبار
concerts,کنسرت
martial,جنگی
males,مرد
victorian,وابسته به ویکتوریا
retain,حفظ
colors,رنگ
execute,اجرا کردن
tunnel,تونل
genres,ژانرها
cambodia,کامبوج
patents,حق ثبت اختراع
copyrights,حق چاپ
yn,ید
chaos,آشوب
lithuania,لیتوانی
mastercard,شاهکار
wheat,گندم
chronicles,وقار
obtaining,بدست آمده
beaver,سگ ابی
updating,در حال بروز رسانی
distribute,توزیع کردن
readings,خواندن
decorative,تزئینی
kijiji,کویجی
confused,سردرگم
compiler,سازنده
enlargement,بزرگ شدن
eagles,عقاب
bases,پایه
vii,ششم
accused,متهم
bee,زنبور عسل
campaigns,کمپین ها
unity,وحدت
loud,بلند
conjunction,پیوستگی
bride,عروس
rats,موش
defines,تعریف کردن
airports,فرودگاه
instances,نمونه
indigenous,بومی
begun,شروع کردن
cfr,CFR
brunette,سبزه
packets,بسته
anchor,لنگر
socks,جوراب
validation,اعتبار سنجی
parade,رژه
corruption,فساد
stat,گفتار
trigger,ماشه
incentives,مشوق ها
cholesterol,کلسترول
gathered,جمع شده
essex,اسی
slovenia,اسلوونی
notified,مطلع
differential,دیفرانسیل
beaches,ساحل
folders,پوشه
dramatic,نمایشی
surfaces,سطوح
terrible,وحشتناک
routers,روتر
cruz,کروز
pendant,اویخته
dresses,لباس
baptist,باپتیست
scientist,دانشمند
starsmerchant,ستاره دار
hiring,استخدام
clocks,ساعت
arthritis,آرتروز
bios,بنگال
females,زنان
wallace,والاس
nevertheless,با این اوصاف
reflects,بازتاب دادن
taxation,مالیات
fever,تب
pmc,PMC
cuisine,غذا
surely,مسلما
practitioners,متخصصین
transcript,رونوشت
myspace,فضای مجازی
theorem,قضیه
inflation,تورم
thee,تو
nb,NB
ruth,دعا
pray,نماز خواندن
stylus,قلم
compounds,ترکیبات
pope,پاپ
drums,طبل
contracting,پیمانکاری
topless,بی ثباب
arnold,آرنولد
structured,ساخت یافته
reasonably,منطقی
jeep,جیپ
chicks,جوجه
bare,لخت
hung,چرب
cattle,گاو
mba,MBA
radical,افراطی
graduates,فارغ التحصیلان
rover,روور
recommends,توصیه می کند
controlling,کنترل کننده
treasure,گنج
reload,بارگیری مجدد
distributors,توزیع کنندگان
flame,شعله
levitra,لوییترا
tanks,مخازن
assuming,با فرض اینکه
monetary,پولی
elderly,مسن
pit,گودال
arlington,آرلینگتون
mono,مونونوکلئوز
particles,ذرات
floating,شناور
extraordinary,خارق العاده
tile,کاشی
indicating,نشانگر
bolivia,بولیوی
spell,هجی کردن
hottest,داغترین
stevens,استیونس
coordinate,هماهنگ كردن
kuwait,کویت
exclusively,منحصرا
emily,امیلی
alleged,ادعا شده
limitation,محدودیت
widescreen,صفحه گسترده
compile,گردآوری
squirting,فحش
webster,مگس
struck,رخ داد
rx,RX
illustration,تصویر
plymouth,لیموست
warnings,هشدارها
construct,ساختن
apps,برنامه
inquiries,سوالات
bridal,عروس
annex,ضمیمه
mag,جادو
gsm,کلوب جی اس ام
inspiration,الهام
tribal,قبیله‌ای
curious,کنجکاو
affecting,موثر بر
freight,بار
rebate,تخفیف
meetup,دیدار
eclipse,گرفتگی
sudan,سودان
ddr,DDR
downloading,بارگیری
rec,باسله
shuttle,شاتل
aggregate,تجمیع
stunning,خیره کننده
cycles,چرخه
affects,تأثیر دادن
forecasts,پیش بینی
detect,تشخیص
sluts,شلخته
actively,فعالانه
ciao,سیائو
ampland,ابله
knee,زانو
prep,پیشگیری کردن
pb,پب
complicated,بغرنج
chem,شیمیایی
fastest,سریعترین
butler,خدمتکار
shopzilla,مغازه فروشی
injured,مجروح
decorating,تزئین
payroll,بازپرداخت
cookbook,کتاب آشپزی
expressions,اصطلاحات
ton,تن
courier,پیک
uploaded,بارگذاری شده
shakespeare,شکسپیر
hints,نکات
collapse,سقوط - فروپاشی
americas,در قاره آمریکا
connectors,اتصالات
twinks,چشمک
unlikely,بعید
oe,OE
gif,گیف
pros,طرفداران
conflicts,درگیری
techno,فنی
beverage,نوشیدنی
tribute,احترام
wired,سیمی
elvis,الویس
immune,مصون
latvia,لتونی
travelers,مسافر
forestry,جنگل
barriers,موانع
cant,کنگره
jd,jd
rarely,به ندرت
gpl,گلی
infected,مبتلا شده
offerings,پیشنهادات
martha,مارتا
genesis,روایت آفرینش در انجیل
barrier,مانع
argue,جر و بحث
incorrect,غلط
trains,قطار
metals,فلزات
bicycle,دوچرخه
furnishings,مبلمان
letting,اجازه
arise,بوجود امدن
guatemala,گواتمالا
celtic,سلتیک
thereby,در نتیجه
irc,IRC
jamie,جیمی
particle,ذره
perception,ادراک
minerals,مواد معدنی
advise,توصیه
humidity,رطوبت
bottles,بطری
boxing,بوکس
wy,وهمی
dm,DM
bangkok,زن بانچک
renaissance,رنسانس
pathology,آسيب شناسي
sara,سارا
bra,سینه بند
ordinance,دستورالعمل
hughes,هیوز
photographers,عکاس
bitch,عوضی
infections,عفونت ها
jeffrey,جفری
chess,شطرنج
operates,عمل می کند
brisbane,بریزبن
configured,پیکربندی شده
survive,زنده ماندن
oscar,اسکار
festivals,جشنواره
menus,منوها
joan,جوانی
possibilities,ممکن ها
duck,اردک
reveal,آشکار ساختن
canal,مجری
amino,آمینو
phi,پستان
contributing,مشارکت کننده
herbs,گیاهان
clinics,کلینیک
mls,MLS
cow,گاو
manitoba,مانیتوبا
